store_id,store_name,city,state,region,store_type
1125,Chander-Madan Outlet,Ozhukarai,Andhra Pradesh,South,Mall
1126,Basak-Karnik Store,Amritsar,Madhya Pradesh,Central,Flagship
1127,"Sengupta, Rajagopal and Divan Shop",Deoghar,Goa,West,Outlet
1128,"Goda, Dewan and Dar Outlet",Machilipatnam,Uttar Pradesh,Central,Online
1129,Varkey Ltd Outlet,Coimbatore,Delhi,North,Online
1130,Rau and Sons Market,Khora ,Madhya Pradesh,Central,Outlet
1131,"Thaker, Talwar and Bhatti Shop",Suryapet,Maharashtra,West,Mall
1132,"Behl, Rajagopal and Tiwari Store",Nellore,Andhra Pradesh,South,Pop‑up
1133,"Dutt, Madan and Mann Store",Jamnagar,Maharashtra,West,Online
1134,Chaudhuri and Sons Outlet,Korba,Rajasthan,North,Online
1135,"Iyengar, Kohli and Sinha Store",Kolkata,Odisha,East,Pop‑up
1136,"Cherian, Taneja and Das Store",Deoghar,Madhya Pradesh,Central,Flagship
1137,"Ratta, Sha and Sastry Outlet",Burhanpur,Odisha,East,Mall
1138,Sandal LLC Market,Jhansi,Andhra Pradesh,South,Outlet
1139,"Seth, Sama and Sampath Shop",Dehri,Lakshadweep,South,Outlet
1140,Ganesh-Zacharia Shop,Uluberia,Jharkhand,East,Pop‑up
1141,Sandhu and Sons Market,Mira-Bhayandar,Chhattisgarh,Central,Flagship
1142,"Ganguly, Varty and Deo Store",Berhampur,Gujarat,West,Flagship
1143,Dhaliwal-Randhawa Shop,Adoni,Himachal Pradesh,North,Mall
1144,Lata-Bera Store,Rajkot,Odisha,East,Online
1145,Deep Ltd Store,Salem,Maharashtra,West,Online
1146,Golla PLC Market,Kishanganj,Odisha,East,Pop‑up
1147,"Hayre, Garg and Chad Shop",Visakhapatnam,Jharkhand,East,Pop‑up
1148,Sawhney Inc Outlet,Amaravati,Gujarat,West,Flagship
1149,"Jha, Gupta and Majumdar Store",Katni,Jammu & Kashmir,North,Outlet
1150,Thakkar Inc Market,Shimla,Punjab,North,Pop‑up
1151,Doctor Inc Store,Amritsar,Madhya Pradesh,West,Outlet
1152,"Kalla, Tandon and Ahluwalia Market",Delhi,Sikkim,East,Flagship
1153,"Rana, Bhatti and Raju Market",Ichalkaranji,Kerala,South,Outlet
1154,Hora PLC Outlet,Tiruppur,Lakshadweep,South,Online
1155,Lall-Ganesh Market,Satara,Gujarat,West,Outlet
1156,Vala LLC Shop,Tirunelveli,Chhattisgarh,Central,Outlet
1157,Sidhu and Sons Market,Dewas,Jharkhand,East,Mall
1158,"Hari, Iyengar and Gour Store",Chittoor,Chhattisgarh,Central,Online
1159,Deshpande-Sidhu Store,Narasaraopet,Gujarat,West,Pop‑up
1160,"Banik, Sachar and Vasa Outlet",Mangalore,Andhra Pradesh,South,Flagship
1161,"Jain, Bhakta and Kurian Store",Jalgaon,Maharashtra,West,Pop‑up
1162,Wali-Raman Shop,Khandwa,Telangana,South,Online
1163,Bains-Kamdar Store,Machilipatnam,Telangana,South,Flagship
1164,Devi Ltd Shop,Howrah,Uttar Pradesh,Central,Mall
1165,Mander-Lata Outlet,Begusarai,Andhra Pradesh,South,Outlet
1166,Setty and Sons Outlet,Dibrugarh,Bihar,East,Outlet
1167,"Hans, Manda and Bansal Outlet",Pali,Goa,West,Flagship
1168,"Gill, Andra and Rattan Outlet",Vijayawada,Kerala,South,Mall
1169,Dey and Sons Shop,Aurangabad,Lakshadweep,South,Outlet
1170,Dada-Barman Outlet,Thoothukudi,Jharkhand,East,Online
1171,Iyer Ltd Market,Haldia,Uttar Pradesh,Central,Online
1172,Gulati Group Shop,Kishanganj,Himachal Pradesh,North,Flagship
1173,Kala-Ramachandran Outlet,North Dumdum,Uttarakhand,North,Pop‑up
1174,Char-Brahmbhatt Outlet,Dehri,Goa,West,Pop‑up
1175,Wali PLC Market,Karawal Nagar,Himachal Pradesh,North,Mall
1176,Borde-Singh Shop,Kanpur,Uttar Pradesh,Central,Online
1177,"Borah, Bir and Batra Shop",Amaravati,Kerala,South,Online
1178,Deo-Buch Store,Vadodara,Uttar Pradesh,North,Flagship
1179,Ahuja-Trivedi Outlet,Muzaffarnagar,Uttarakhand,North,Flagship
1180,"Choudhary, Divan and Varughese Market",Mango,Madhya Pradesh,Central,Pop‑up
1181,Salvi and Sons Market,Danapur,Madhya Pradesh,Central,Online
1182,Sekhon-Chauhan Store,Sangli-Miraj & Kupwad,West Bengal,East,Pop‑up
1183,Sastry-Mand Store,Bhavnagar,Jharkhand,East,Outlet
1184,"Kuruvilla, Choudhary and Bassi Shop",Jalgaon,Madhya Pradesh,West,Flagship
1185,Mangat-Bandi Store,Begusarai,Gujarat,West,Pop‑up
1186,"Bumb, Walia and Dani Shop",Anantapur,Sikkim,East,Online
1187,Sama Ltd Market,Moradabad,Madhya Pradesh,West,Outlet
1188,D’Alia-Dara Shop,Pali,Lakshadweep,South,Pop‑up
1189,Bir-Shah Store,Hosur,Telangana,South,Pop‑up
1190,Dass PLC Shop,Bathinda,Maharashtra,West,Mall
1191,Kannan-Cherian Store,Bhalswa Jahangir Pur,Chhattisgarh,Central,Flagship
1192,"Sridhar, Kibe and Khanna Shop",Sasaram,Sikkim,East,Outlet
1193,"Magar, Badami and Khatri Store",Bhalswa Jahangir Pur,Kerala,South,Flagship
1194,Dixit-Mani Shop,Howrah,Madhya Pradesh,West,Flagship
1195,"Mannan, Sahni and Shere Shop",Tiruvottiyur,Rajasthan,North,Online
1196,"Choudhury, Barman and Balay Outlet",Jamnagar,Maharashtra,West,Mall
1197,Thakkar-Venkatesh Outlet,Bhagalpur,Uttar Pradesh,Central,Outlet
1198,"Bera, Shroff and Sinha Store",Bilaspur,Chhattisgarh,Central,Pop‑up
1199,Bobal-Sharaf Outlet,Ramagundam,Maharashtra,West,Mall
1200,Gandhi-Mander Store,Guntakal,Bihar,East,Outlet
1201,Sunder Ltd Shop,Etawah,Gujarat,West,Outlet
1202,Mandal-Karpe Shop,Hospet,Chhattisgarh,Central,Pop‑up
1203,"Ranganathan, Lall and Ray Market",Bidar,Punjab,North,Pop‑up
1204,Chowdhury Ltd Outlet,Miryalaguda,Uttar Pradesh,Central,Outlet
1205,"Bali, Samra and Sankaran Outlet",Jehanabad,Maharashtra,West,Outlet
1206,"Bala, Sachdev and Yadav Market",Ulhasnagar,Kerala,South,Pop‑up
1207,Varughese and Sons Outlet,Narasaraopet,Goa,West,Online
1208,"Chahal, Kapoor and Talwar Store",Machilipatnam,Punjab,North,Online
1209,"Kadakia, Dua and Thaker Outlet",Buxar,Andhra Pradesh,South,Pop‑up
1210,Karan Inc Shop,Dharmavaram,Bihar,East,Mall
1211,Kibe PLC Shop,Ballia,Uttar Pradesh,North,Pop‑up
1212,"Gill, Madan and Kala Store",Mahbubnagar,Goa,West,Outlet
1213,"Dubey, Dugar and Raj Shop",Mira-Bhayandar,Karnataka,South,Online
1214,Chowdhury Inc Outlet,Ahmedabad,Andhra Pradesh,South,Mall
1215,Mahajan-Bhat Shop,Faridabad,Andhra Pradesh,South,Pop‑up
1216,Ratti Group Shop,Nagaon,Maharashtra,West,Online
1217,Balasubramanian-Dewan Outlet,North Dumdum,Uttarakhand,North,Online
1218,Tak and Sons Store,Maheshtala,Lakshadweep,South,Pop‑up
1219,Tandon-Raval Store,Ahmedabad,Tamil Nadu,South,Outlet
1220,Toor Group Store,Nandyal,Uttar Pradesh,Central,Outlet
1221,Banik-Kaul Store,Jodhpur,Telangana,South,Pop‑up
1222,Taneja-D’Alia Market,Vellore,Madhya Pradesh,West,Flagship
1223,Bhasin LLC Market,Ghaziabad,Andhra Pradesh,South,Flagship
1224,Kadakia-Raval Market,Sikar,Punjab,North,Mall
1225,"Mani, Jaggi and Lata Store",Narasaraopet,Haryana,North,Outlet
1226,"Choudhary, Lalla and Jani Store",Medininagar,Madhya Pradesh,Central,Online
1227,Gupta Ltd Market,Gandhinagar,Kerala,South,Flagship
1228,"Sem, Upadhyay and Saha Shop",Rampur,Pondicherry,South,Pop‑up
1229,"Kaul, Kanda and Vig Store",Vadodara,West Bengal,East,Flagship
1230,"Anne, Dixit and Maharaj Outlet",Maheshtala,Pondicherry,South,Pop‑up
1231,Dugar Ltd Store,Bihar Sharif,Sikkim,East,Mall
1232,Sachar Group Store,Gopalpur,Sikkim,East,Outlet
1233,Reddy Inc Store,Rohtak,Delhi,North,Flagship
1234,"Ramachandran, Ghosh and Chaudhary Outlet",Bhubaneswar,Maharashtra,West,Online
1235,"Samra, Bhatnagar and Mallick Market",Kolkata,Punjab,North,Online
1236,Bedi LLC Outlet,Mahbubnagar,Jharkhand,East,Flagship
1237,Johal-Bala Market,Sagar,Karnataka,South,Pop‑up
1238,Chatterjee Inc Outlet,Anand,Jharkhand,East,Mall
1239,"Singh, Saxena and Sahota Store",Aizawl,Kerala,South,Pop‑up
1240,Sastry PLC Market,Bhiwani,Bihar,East,Flagship
1241,Datta and Sons Market,Pondicherry,Bihar,East,Online
1242,"Rana, Tandon and Dhar Market",Dehradun,Uttar Pradesh,Central,Outlet
1243,"Raju, Uppal and Sachdev Store",Motihari,Delhi,North,Outlet
1244,Dewan Inc Store,Morena,Uttar Pradesh,Central,Pop‑up
1245,"Dubey, Lanka and Kara Shop",Tadepalligudem,Kerala,South,Pop‑up
1246,"Maharaj, Char and Devan Store",Dhanbad,Madhya Pradesh,West,Outlet
1247,"Loyal, Ramanathan and Shetty Market",Aurangabad,Madhya Pradesh,West,Outlet
1248,Thaman-Chandran Store,Indore,Jharkhand,East,Outlet
1249,"Mammen, Dhillon and Arora Store",Saharsa,Jharkhand,East,Flagship
1250,Desai Group Store,Amroha,Pondicherry,South,Outlet
1251,Warrior-Hans Shop,Aurangabad,Maharashtra,West,Mall
1252,Uppal Group Shop,Machilipatnam,Kerala,South,Outlet
1253,Ahluwalia Ltd Outlet,Mysore,Maharashtra,West,Outlet
1254,Bajaj-Dave Outlet,Mahbubnagar,Odisha,East,Mall
1255,Sane-Ramaswamy Shop,Khora ,Pondicherry,South,Online
1256,Borde-Gour Shop,Farrukhabad,Punjab,North,Flagship
1257,Kannan Group Shop,Pondicherry,Madhya Pradesh,Central,Mall
1258,Basu LLC Outlet,Uluberia,Odisha,East,Mall
1259,"Bal, Dewan and Rastogi Shop",Dhanbad,Uttar Pradesh,Central,Online
1260,Sidhu and Sons Market,Gudivada,Jharkhand,East,Flagship
1261,"Som, Barman and Kohli Store",Srikakulam,Pondicherry,South,Flagship
1262,Bajwa and Sons Market,Shivpuri,Delhi,North,Mall
1263,Luthra LLC Market,Tirunelveli,Maharashtra,West,Pop‑up
1264,Krishnamurthy Inc Market,Pallavaram,Uttarakhand,North,Flagship
1265,"Chauhan, Raja and Reddy Outlet",Anand,Madhya Pradesh,West,Online
1266,Seth LLC Shop,Amravati,Uttar Pradesh,North,Online
1267,Thaman and Sons Shop,Nangloi Jat,Gujarat,West,Online
1268,Dhillon and Sons Store,Kochi,Jammu & Kashmir,North,Flagship
1269,Bhatnagar Group Market,Khammam,Uttar Pradesh,Central,Online
1270,Varughese-Basu Store,Ongole,Uttar Pradesh,North,Pop‑up
1271,"Walla, Bawa and Halder Outlet",Machilipatnam,Jammu & Kashmir,North,Online
1272,Thakkar Group Shop,Guna,Madhya Pradesh,Central,Mall
1273,"Barad, Bir and Deep Shop",Malda,Tamil Nadu,South,Mall
1274,"Shankar, Dass and Sen Shop",Gorakhpur,Goa,West,Flagship
1275,"Keer, Ramakrishnan and Maharaj Shop",South Dumdum,Jharkhand,East,Outlet
1276,Banerjee Inc Outlet,Muzaffarpur,Odisha,East,Outlet
1277,Kashyap Group Outlet,Mumbai,Uttar Pradesh,North,Pop‑up
1278,Chhabra-Rastogi Store,Ramagundam,Rajasthan,North,Outlet
1279,Krishnan Ltd Store,Jhansi,Goa,West,Pop‑up
1280,Gole PLC Market,Ozhukarai,Maharashtra,West,Pop‑up
1281,"Hayre, Dayal and Sankaran Store",Bharatpur,Punjab,North,Outlet
1282,Kohli PLC Store,Kavali,Goa,West,Pop‑up
1283,Vasa and Sons Outlet,Guntur,Chhattisgarh,Central,Flagship
1284,Mangal Group Outlet,Deoghar,Goa,West,Flagship
1285,"Dhar, Bandi and Gole Shop",Kochi,Kerala,South,Mall
1286,"Raju, Ray and Sule Shop",Mau,Odisha,East,Mall
1287,Bal-Sarraf Shop,Madanapalle,Sikkim,East,Online
1288,Boase Inc Market,Guna,Chhattisgarh,Central,Pop‑up
1289,Chowdhury LLC Shop,Suryapet,Goa,West,Online
1290,Uppal-Verma Outlet,Bongaigaon,Uttarakhand,North,Pop‑up
1291,Deshmukh-Baria Store,South Dumdum,Haryana,North,Flagship
1292,Grover and Sons Market,Suryapet,Telangana,South,Online
1293,Wagle-Majumdar Store,Anantapur,Sikkim,East,Flagship
1294,Char Group Outlet,Mangalore,Andhra Pradesh,South,Mall
1295,Salvi and Sons Shop,Jamalpur,Telangana,South,Pop‑up
1296,"Keer, Agrawal and Bajwa Store",Chapra,Uttar Pradesh,Central,Flagship
1297,Tank-Ramesh Market,Medininagar,Pondicherry,South,Online
1298,"Sinha, Sahota and Banerjee Shop",Ranchi,Andhra Pradesh,South,Online
1299,Bose-Barad Store,Madurai,Uttar Pradesh,Central,Mall
1300,Shah Ltd Store,Sonipat,Kerala,South,Pop‑up
1301,"Gour, Sengupta and Bhat Store",Muzaffarpur,Punjab,North,Pop‑up
1302,Rattan Inc Shop,Aligarh,Chhattisgarh,Central,Pop‑up
1303,Bajaj-Sandhu Shop,Bathinda,Pondicherry,South,Outlet
1304,Seth-Mander Outlet,Gandhidham,Tamil Nadu,South,Pop‑up
1305,Issac Ltd Store,Giridih,Odisha,East,Pop‑up
1306,Tak and Sons Market,Ambattur,Haryana,North,Flagship
1307,"Krishnan, Seshadri and Solanki Shop",Warangal,Uttar Pradesh,Central,Flagship
1308,Andra-Sarraf Store,Bhopal,Gujarat,West,Mall
1309,Kata-Agrawal Shop,Chandigarh,Madhya Pradesh,West,Online
1310,"Joshi, Tara and Ganesan Market",Hajipur,Uttar Pradesh,North,Online
1311,Lad-Andra Market,Kota,Haryana,North,Flagship
1312,"Suresh, Verma and Mangal Shop",Bidar,Sikkim,East,Flagship
1313,"Sibal, Bala and Karnik Shop",Kamarhati,Uttar Pradesh,North,Mall
1314,Rau-Bandi Shop,Gurgaon,Odisha,East,Mall
1315,Varty-Varma Shop,Munger,West Bengal,East,Online
1316,Sidhu and Sons Store,Ongole,Uttar Pradesh,Central,Online
1317,"Bawa, Krish and Mani Shop",Katni,Lakshadweep,South,Outlet
1318,Apte-Wali Shop,Bidhannagar,Maharashtra,West,Online
1319,Choudhary-Brar Market,Jaunpur,Madhya Pradesh,Central,Mall
1320,Koshy-Sastry Store,Singrauli,Karnataka,South,Flagship
1321,"Venkataraman, Sanghvi and Mani Store",Indore,Karnataka,South,Flagship
1322,"Chokshi, Kar and Sen Store",Akola,Odisha,East,Flagship
1323,Bedi-Swaminathan Market,South Dumdum,Telangana,South,Mall
1324,"Loyal, Gade and Barman Store",Bhind,Karnataka,South,Pop‑up
1325,"Bajaj, Dar and Dara Outlet",Bathinda,Sikkim,East,Outlet
1326,Sinha LLC Market,Serampore,Tamil Nadu,South,Online
1327,Setty Group Outlet,Gandhidham,Maharashtra,West,Flagship
1328,"Bandi, Bhakta and Bhargava Outlet",Chapra,Kerala,South,Pop‑up
1329,Lal Group Market,Madhyamgram,Sikkim,East,Outlet
1330,Kant-Sridhar Outlet,Arrah,Goa,West,Outlet
1331,"Barad, Reddy and Gulati Store",Pune,Telangana,South,Mall
1332,Korpal and Sons Shop,Nagercoil,Uttarakhand,North,Outlet
1333,Kibe-Doctor Store,Hosur,Odisha,East,Flagship
1334,"Rattan, Dewan and Date Market",Gaya,Telangana,South,Online
1335,Saini-Ramanathan Store,North Dumdum,Maharashtra,West,Flagship
1336,"Balasubramanian, Loke and Sodhi Shop",Amaravati,Uttar Pradesh,Central,Flagship
1337,Lall-Ramesh Market,Amravati,Bihar,East,Outlet
1338,"Deshmukh, Vig and Thaman Market",Pali,Tamil Nadu,South,Pop‑up
1339,"Kadakia, Sarraf and Kakar Market",Phagwara,Goa,West,Online
1340,Bumb-Tata Shop,Berhampur,Haryana,North,Flagship
1341,Devan LLC Shop,Karimnagar,Punjab,North,Outlet
1342,"Warrior, Raval and Keer Outlet",Mira-Bhayandar,Madhya Pradesh,Central,Flagship
1343,Dutt-Tiwari Store,Ramgarh,Telangana,South,Outlet
1344,"Mahajan, Sarraf and Deep Shop",Agra,Odisha,East,Mall
1345,Swaminathan-Dara Outlet,Giridih,Gujarat,West,Mall
1346,"Kale, Raman and Grewal Outlet",Bhilai,Madhya Pradesh,Central,Flagship
1347,"Anand, Agrawal and Chandran Outlet",Bathinda,Telangana,South,Online
1348,Upadhyay-Ranganathan Outlet,Ichalkaranji,Bihar,East,Mall
1349,Rattan-Dyal Market,Kalyan-Dombivli,Uttar Pradesh,Central,Mall
1350,Dewan-Tak Outlet,Vijayawada,Himachal Pradesh,North,Outlet
1351,Jaggi PLC Store,Burhanpur,Madhya Pradesh,West,Mall
1352,Reddy and Sons Shop,Muzaffarpur,Chhattisgarh,Central,Pop‑up
1353,Chaudhry-Saran Store,Pondicherry,Madhya Pradesh,West,Pop‑up
1354,"Korpal, Sodhi and Bal Shop",Karnal,Delhi,North,Pop‑up
1355,Deshpande Inc Store,Raurkela Industrial Township,Goa,West,Mall
1356,Virk Group Market,Tadipatri,Andhra Pradesh,South,Online
1357,Andra-Bajaj Shop,Siliguri,Goa,West,Outlet
1358,"Raman, Tandon and Ranganathan Store",Ratlam,Odisha,East,Online
1359,Sen Ltd Store,Gulbarga,Andhra Pradesh,South,Pop‑up
1360,Bassi Ltd Outlet,Ramagundam,Jharkhand,East,Online
1361,Bandi-Kibe Shop,Pimpri-Chinchwad,Madhya Pradesh,West,Pop‑up
1362,Randhawa-Sarma Outlet,Faridabad,Uttar Pradesh,Central,Online
1363,Kant LLC Outlet,Guna,Odisha,East,Outlet
1364,Venkatesh Inc Market,Bongaigaon,Haryana,North,Online
1365,Dua-Shankar Outlet,Sonipat,Uttar Pradesh,North,Mall
1366,Bobal-Kakar Store,Ludhiana,Pondicherry,South,Flagship
1367,Sule-Mahajan Store,Kollam,Jammu & Kashmir,North,Mall
1368,"Wali, Warrior and Balay Shop",Ichalkaranji,Chhattisgarh,Central,Flagship
1369,"Bahl, Comar and Ray Outlet",Rampur,Jharkhand,East,Outlet
1370,Wali-Bath Market,Nanded,Himachal Pradesh,North,Outlet
1371,Venkataraman Inc Store,Nagercoil,Himachal Pradesh,North,Pop‑up
1372,Soni-Deshmukh Store,Singrauli,Bihar,East,Outlet
1373,"Ratta, Mander and Garg Outlet",Silchar,Uttar Pradesh,North,Flagship
1374,Chakrabarti-Sarna Market,Shimla,Punjab,North,Online
1375,"Chakraborty, Goyal and Luthra Market",Rourkela,Delhi,North,Flagship
1376,"Apte, Sur and Malhotra Shop",Muzaffarnagar,Madhya Pradesh,Central,Pop‑up
1377,"Soni, Dua and Chana Shop",Kalyan-Dombivli,Chhattisgarh,Central,Flagship
1378,"Deo, Saha and Kannan Market",Jalna,Pondicherry,South,Mall
1379,Sarin PLC Outlet,Mysore,Madhya Pradesh,Central,Pop‑up
1380,"Rana, Ram and Saxena Shop",Chinsurah,Goa,West,Outlet
1381,"Dixit, Dube and Mann Shop",Tiruvottiyur,Chhattisgarh,Central,Outlet
1382,"Savant, Balan and Lala Outlet",Vijayawada,Tamil Nadu,South,Flagship
1383,Sani-Wali Shop,Purnia,Kerala,South,Mall
1384,Ramachandran-Atwal Shop,Udaipur,Maharashtra,West,Pop‑up
1385,Keer-Chauhan Outlet,Kolhapur,Punjab,North,Outlet
1386,Randhawa and Sons Market,Haldia,Haryana,North,Online
1387,Chand-Balakrishnan Store,Ludhiana,Gujarat,West,Flagship
1388,Khalsa LLC Shop,Hubli–Dharwad,Rajasthan,North,Mall
1389,Gill-Chaudhuri Store,Morbi,Punjab,North,Flagship
1390,Choudhary-Samra Market,Sikar,Gujarat,West,Mall
1391,Kumer-Buch Shop,Rohtak,Tamil Nadu,South,Mall
1392,Ben PLC Market,Hazaribagh,Chhattisgarh,Central,Flagship
1393,Acharya PLC Market,Erode,Haryana,North,Outlet
1394,Ramanathan Group Store,Bidhannagar,Madhya Pradesh,West,Mall
1395,"Suri, Choudhry and Bora Shop",Panvel,Tamil Nadu,South,Mall
1396,Sheth Ltd Outlet,Sasaram,Kerala,South,Pop‑up
1397,"Khosla, Maharaj and Shah Store",Bhalswa Jahangir Pur,Kerala,South,Flagship
1398,Sawhney Inc Store,Bhopal,Madhya Pradesh,Central,Outlet
1399,Shetty Inc Market,Bharatpur,Uttar Pradesh,Central,Pop‑up
1400,"Tripathi, Gera and Kunda Outlet",Kollam,Goa,West,Pop‑up
1401,Sodhi Group Market,Tinsukia,Madhya Pradesh,West,Outlet
1402,Konda-Bahl Shop,Anantapur,Jharkhand,East,Flagship
1403,Bhatti-Aggarwal Outlet,Bongaigaon,Madhya Pradesh,Central,Pop‑up
1404,Devi LLC Shop,Ramgarh,Punjab,North,Mall
1405,Shukla-Contractor Market,Kalyan-Dombivli,Chhattisgarh,Central,Pop‑up
1406,Dewan-Gandhi Store,Bidar,Uttar Pradesh,Central,Online
1407,"Dani, Dora and Shenoy Market",Shimoga,Odisha,East,Outlet
1408,"Garde, Badal and Rao Shop",Amaravati,Haryana,North,Pop‑up
1409,"Arya, Dugar and Seshadri Market",Guntakal,Bihar,East,Mall
1410,"Kale, Rao and Chatterjee Store",Bongaigaon,Odisha,East,Outlet
1411,Buch-Ahuja Store,Lucknow,Uttar Pradesh,Central,Mall
1412,Gola-Upadhyay Market,Siwan,Uttar Pradesh,Central,Outlet
1413,Dayal-Sandal Outlet,Eluru,Madhya Pradesh,Central,Online
1414,Devi-Sidhu Outlet,Gandhinagar,Madhya Pradesh,West,Outlet
1415,Hayre-Ratta Shop,Tadepalligudem,Kerala,South,Flagship
1416,"Balay, Saran and Sandhu Outlet",Kochi,Uttar Pradesh,Central,Pop‑up
1417,"Kala, Karnik and Sandhu Shop",Bijapur,Uttarakhand,North,Outlet
1418,"Kohli, Bhavsar and Balakrishnan Outlet",Chittoor,Delhi,North,Outlet
1419,"Ahuja, Choudhary and Randhawa Store",Bhagalpur,Chhattisgarh,Central,Online
1420,Ghose and Sons Shop,Erode,Maharashtra,West,Flagship
1421,Agrawal and Sons Store,Surat,Jharkhand,East,Outlet
1422,Seth LLC Store,Bhiwandi,Odisha,East,Mall
1423,"Thaker, Sehgal and Choudhary Shop",Medininagar,Maharashtra,West,Online
1424,Bhardwaj-Kant Outlet,Ambarnath,West Bengal,East,Online
1425,"Kale, Maharaj and Master Store",Aurangabad,Madhya Pradesh,West,Online
1426,Korpal Ltd Market,Vijayanagaram,Uttar Pradesh,Central,Mall
1427,Tripathi LLC Market,Kottayam,Kerala,South,Pop‑up
1428,"Vyas, Dube and Soni Store",Bihar Sharif,Delhi,North,Pop‑up
1429,Chakraborty-Sethi Store,Kirari Suleman Nagar,Uttar Pradesh,Central,Online
1430,Swaminathan-Sur Market,Agartala,Chhattisgarh,Central,Flagship
1431,"Batra, Balan and Luthra Shop",Srinagar,Rajasthan,North,Pop‑up
1432,Subramanian Group Market,Adoni,Odisha,East,Flagship
1433,Kumar Group Market,Unnao,Uttar Pradesh,Central,Pop‑up
1434,Dara LLC Shop,Barasat,Goa,West,Flagship
1435,Sani PLC Shop,Tirunelveli,Sikkim,East,Outlet
1436,Ben and Sons Market,Guna,Goa,West,Outlet
1437,"Sekhon, Goswami and Dave Shop",Nanded,Odisha,East,Flagship
1438,"Dara, Sood and Jayaraman Store",Ballia,Madhya Pradesh,West,Outlet
1439,"Chandra, Jaggi and Rajagopalan Shop",Bangalore,Bihar,East,Online
1440,Kar-Sarma Shop,Rampur,Punjab,North,Flagship
1441,"Kumer, Mall and Chanda Outlet",Solapur,Jammu & Kashmir,North,Online
1442,Ratta-Bail Shop,Bhilwara,Uttar Pradesh,Central,Flagship
1443,Tella and Sons Shop,Nellore,Chhattisgarh,Central,Online
1444,Chawla-Acharya Shop,Patiala,Himachal Pradesh,North,Mall
1445,"Sunder, Bose and Mander Outlet",Delhi,Tamil Nadu,South,Mall
1446,"Borra, Barman and Kohli Shop",Kota,Tamil Nadu,South,Pop‑up
1447,Tak Group Outlet,Rampur,Uttar Pradesh,Central,Outlet
1448,Chaudhari LLC Outlet,Kota,West Bengal,East,Flagship
1449,Khanna-Kumar Market,Patna,Maharashtra,West,Pop‑up
1450,"Mani, Sengupta and Vaidya Outlet",Thrissur,Odisha,East,Outlet
1451,Saxena LLC Store,Bhubaneswar,Sikkim,East,Flagship
1452,Gupta-Batra Outlet,Guntakal,West Bengal,East,Mall
1453,"Bhakta, Sen and Chhabra Market",Ahmednagar,Odisha,East,Flagship
1454,"Bains, Hari and Warrior Store",Tiruchirappalli,Uttar Pradesh,Central,Online
1455,"Mane, Bhasin and Kadakia Store",Khammam,Goa,West,Online
1456,"Suri, Sarna and Jaggi Outlet",Purnia,Sikkim,East,Flagship
1457,Dar and Sons Outlet,Asansol,Kerala,South,Flagship
1458,Bedi and Sons Store,Durg,Odisha,East,Outlet
1459,"Jhaveri, Sidhu and Behl Outlet",Mathura,Jharkhand,East,Flagship
1460,"Sur, Kaur and Singh Market",Nandyal,Delhi,North,Flagship
1461,Barman Inc Store,Karaikudi,Jammu & Kashmir,North,Pop‑up
1462,Bhatt Ltd Shop,Katni,Haryana,North,Mall
1463,"Sura, Karnik and Gade Market",Kurnool,Sikkim,East,Outlet
1464,"Gokhale, Hegde and Ahuja Store",Solapur,West Bengal,East,Flagship
1465,Anand-Sethi Market,Sagar,Madhya Pradesh,West,Online
1466,Bhavsar-Bains Market,Kalyan-Dombivli,Jharkhand,East,Pop‑up
1467,Sundaram-Dani Market,Guntur,Bihar,East,Flagship
1468,Taneja LLC Shop,Jammu,Uttar Pradesh,North,Outlet
1469,"Sura, Kunda and Bora Store",Bhalswa Jahangir Pur,Pondicherry,South,Pop‑up
1470,Roy-Rama Shop,Allahabad,Madhya Pradesh,West,Outlet
1471,Biswas Ltd Shop,Motihari,Sikkim,East,Online
1472,"Gade, Contractor and Seth Market",Jehanabad,Jharkhand,East,Pop‑up
1473,Tella-Varty Market,Muzaffarpur,Andhra Pradesh,South,Pop‑up
1474,Chand-Kalla Outlet,Sangli-Miraj & Kupwad,Madhya Pradesh,Central,Mall
1475,Dugal-Raman Shop,Satna,Himachal Pradesh,North,Mall
1476,Raja-Samra Market,Bharatpur,Madhya Pradesh,West,Mall
1477,Contractor Ltd Market,Karawal Nagar,Goa,West,Online
1478,Mane and Sons Outlet,Bally,Andhra Pradesh,South,Flagship
1479,"Lala, Gara and Halder Outlet",Raurkela Industrial Township,Gujarat,West,Outlet
1480,"Chad, Gour and Thakur Shop",Kulti,Jharkhand,East,Outlet
1481,Lad-Rau Market,Hosur,Madhya Pradesh,West,Pop‑up
1482,Bedi and Sons Store,Chennai,Uttar Pradesh,North,Outlet
1483,"Jani, Jani and Gandhi Outlet",Indore,Lakshadweep,South,Mall
1484,Dhar-Chander Outlet,Bongaigaon,Madhya Pradesh,West,Flagship
1485,Sawhney-Varghese Shop,Rewa,Uttarakhand,North,Flagship
1486,Bala PLC Shop,Bally,Pondicherry,South,Flagship
1487,Dash PLC Outlet,Jalna,Lakshadweep,South,Flagship
1488,"Varty, Gopal and Sani Store",Ichalkaranji,Sikkim,East,Outlet
1489,Tailor-Kant Market,Mau,Bihar,East,Mall
1490,"Bhat, Bains and Shanker Store",Shahjahanpur,Maharashtra,West,Pop‑up
1491,Mander Group Store,Sirsa,Sikkim,East,Mall
1492,Sehgal and Sons Outlet,Coimbatore,Odisha,East,Flagship
